sbBeakersConstant::beakerID,sbBeakersConstant::eggsDead,sbBeakersConstant::eggsDeadTotal,sbBeakersConstant::eggsFixed,sbBeakersConstant::eggsFixedTotal,sbBeakersConstant::eggsInitialNumber,sbBeakersConstant::eggsInitialTotal,sbBeakersConstant::eggsSurvivors,sbBeakersConstant::eggsSurvivorsTotal
1,0,0,,,50,4518,,
2,0,0,,,50,4518,,
3,0,0,,,50,4518,,
4,0,0,,,50,4518,,
5,0,0,,,50,4518,,
6,0,0,,,50,4518,,
7,0,0,,,50,4518,,
8,0,0,,,35,4518,,
1,0,0,,,18,4518,,
2,0,0,,,18,4518,,
3,0,0,,,18,4518,,
1,0,0,,,21,4518,,
2,0,0,,,21,4518,,
3,0,0,,,22,4518,,
4,0,0,,,18,4518,,
5,0,0,,,18,4518
6,0,0,,,18,4518
7,0,0,,,17,4518
1,0,0,,,20,4518
2,0,0,,,20,4518
3,0,0,,,20,4518
4,0,0,,,20,4518
5,0,0,,,20,4518
6,0,0,,,20,4518
7,0,0,,,20,4518
8,0,0,,,20,4518
9,0,0,,,20,4518
10,0,0,,,21,4518
11,0,0,,,21,4518
12,0,0,,,21,4518
13,0,0,,,21,4518
14,0,0,,,21,4518
1,0,0,,,20,4518
2,0,0,,,20,4518
3,0,0,,,20,4518
4,0,0,,,21,4518
5,0,0,,,21,4518
1,0,0,,,21,4518
2,0,0,,,21,4518
3,0,0,,,21,4518
4,0,0,,,22,4518
1,0,0,,,20,4518
2,0,0,,,20,4518
3,0,0,,,20,4518
4,0,0,,,20,4518
5,0,0,,,20,4518
6,0,0,,,20,4518
7,0,0,,,20,4518
8,0,0,,,20,4518
9,0,0,,,10,4518
1,0,0,,,21,4518
2,0,0,,,21,4518
3,0,0,,,21,4518
4,0,0,,,21,4518
5,0,0,,,21,4518
6,0,0,,,20,4518
7,0,0,,,20,4518
8,0,0,,,20,4518
1,0,0,,,20,4518
2,0,0,,,20,4518
3,0,0,,,20,4518
4,0,0,,,20,4518
5,0,0,,,20,4518
6,0,0,,,19,4518
1,0,0,,,21,4518
2,0,0,,,21,4518
3,0,0,,,21,4518
4,0,0,,,21,4518
1,0,0,,,20,4518
2,0,0,,,17,4518
1,0,0,,,20,4518
2,0,0,,,20,4518
3,0,0,,,20,4518
4,0,0,,,20,4518
5,0,0,,,17,4518
1,0,0,,,20,4518
2,0,0,,,20,4518
3,0,0,,,20,4518
4,0,0,,,13,4518
1,0,0,,,20,4518
2,0,0,,,20,4518
3,0,0,,,20,4518
4,0,0,,,20,4518
5,0,0,,,20,4518
6,0,0,,,20,4518
7,0,0,,,20,4518
8,0,0,,,11,4518
1,0,0,,,21,4518
2,0,0,,,21,4518
3,0,0,,,21,4518
4,0,0,,,22,4518
1,0,0,,,20,4518
2,0,0,,,20,4518
3,0,0,,,20,4518
4,0,0,,,13,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,17,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,13,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,25,4518
4,0,0,,,18,4518
1,0,0,,,80,4518
1,0,0,,,8,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,19,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,26,4518
4,0,0,,,26,4518
5,0,0,,,26,4518
6,0,0,,,26,4518
1,0,0,,,23,4518
2,0,0,,,23,4518
3,0,0,,,22,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,25,4518
4,0,0,,,27,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,25,4518
4,0,0,,,25,4518
5,0,0,,,25,4518
6,0,0,,,25,4518
7,0,0,,,25,4518
8,0,0,,,25,4518
9,0,0,,,19,4518
1,0,0,,,22,4518
2,0,0,,,22,4518
3,0,0,,,22,4518
4,0,0,,,22,4518
5,0,0,,,23,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,26,4518
1,0,0,,,23,4518
2,0,0,,,23,4518
3,0,0,,,23,4518
4,0,0,,,23,4518
1,0,0,,,23,4518
1,0,0,,,22,4518
2,0,0,,,22,4518
3,0,0,,,22,4518
4,0,0,,,23,4518
5,0,0,,,23,4518
1,0,0,,,22,4518
2,0,0,,,22,4518
3,0,0,,,22,4518
4,0,0,,,22,4518
5,0,0,,,22,4518
6,0,0,,,22,4518
1,0,0,,,155,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,25,4518
4,0,0,,,25,4518
5,0,0,,,26,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,25,4518
4,0,0,,,25,4518
5,0,0,,,26,4518
1,0,0,,,19,4518
1,0,0,,,148,4518
1,0,0,,,74,4518
1,0,0,,,25,4518
2,0,0,,,25,4518
3,0,0,,,25,4518
4,0,0,,,25,4518
5,0,0,,,8,4518
1,0,0,,,19,4518
2,0,0,,,19,4518
1,0,0,,,155,4518
